0.663732,person,53,5,622,155
0.663732,keyboard,5,243,635,427
1.325514,person,48,0,637,168
1.325514,keyboard,6,242,636,435
1.988558,person,31,4,636,131
1.988558,keyboard,1,247,638,429
2.657320,person,23,0,609,195
2.657321,keyboard,2,232,637,425
3.326651,person,35,0,605,167
3.326652,keyboard,3,232,636,435
3.996061,person,95,2,633,148
3.996061,keyboard,5,236,638,420
4.658093,person,74,5,595,170
4.658093,keyboard,4,236,639,420
5.321904,person,27,1,590,125
5.321905,keyboard,5,239,637,429
5.985077,person,36,2,637,186
5.985078,keyboard,6,247,639,426
6.645083,person,21,1,625,161
6.645083,keyboard,5,246,637,422
7.305546,person,14,4,593,209
7.305546,keyboard,5,243,639,426
7.968246,person,16,1,638,180
7.968246,keyboard,0,240,635,424
8.630078,person,42,2,596,194
8.630079,keyboard,5,234,636,418
9.297056,person,55,5,605,203
9.297056,keyboard,3,246,635,422
9.964291,person,17,5,621,311
9.964291,keyboard,0,247,637,432
10.626273,person,77,4,597,353
10.626274,keyboard,0,237,635,429
11.291188,person,8,0,591,360
11.291189,keyboard,1,238,635,418
11.954653,person,21,5,593,297
11.954653,keyboard,0,242,637,421
12.622694,person,18,3,605,274
12.622695,keyboard,6,237,635,430
13.287047,person,47,3,599,366
13.287047,keyboard,4,233,637,425
13.950295,person,28,0,606,272
13.950295,keyboard,5,236,638,426
14.616461,person,92,3,594,286
14.616461,keyboard,3,233,637,427
15.276540,person,32,3,592,342
15.276540,keyboard,0,247,634,420
15.943000,person,19,4,604,334
15.943000,keyboard,0,246,638,424
16.610861,person,40,4,612,277
16.610862,keyboard,3,244,638,420
17.279580,person,6,2,605,284
17.279580,keyboard,2,240,638,418
17.939712,person,72,0,598,283
17.939712,keyboard,1,236,637,427
18.600981,person,96,1,630,332
18.600981,keyboard,3,234,637,419
19.264713,person,31,4,591,357
19.264714,keyboard,1,232,636,417
19.929898,person,26,1,589,285
19.929899,keyboard,0,242,637,422
20.590063,person,42,5,596,346
20.590064,keyboard,2,237,634,420
21.257858,person,74,0,589,179
21.257858,keyboard,4,242,635,419
21.919343,person,18,0,607,215
21.919344,keyboard,0,235,638,426
22.588379,person,9,1,617,171
22.588380,keyboard,3,241,635,431
23.255946,person,96,4,621,114
23.255946,keyboard,4,239,634,426
23.917384,person,47,5,601,126
23.917385,keyboard,0,242,639,424
24.581747,person,26,0,602,176
24.581748,keyboard,2,234,637,418
25.244761,person,76,5,623,363
25.244761,keyboard,4,234,639,434
25.907750,person,22,0,610,311
25.907750,keyboard,0,241,634,434
26.569613,person,65,5,618,329
26.569613,keyboard,4,237,638,424
27.237259,person,93,3,604,284
27.237259,keyboard,0,240,635,422
27.897603,person,33,1,622,355
27.897603,keyboard,3,236,635,432
28.564606,person,78,5,630,301
28.564607,keyboard,3,245,635,429
29.224639,person,18,4,630,332
29.224640,keyboard,1,241,637,427
29.887779,person,74,0,610,269
29.887780,keyboard,3,246,637,433
30.548697,person,50,3,625,358
30.548697,keyboard,4,243,638,417
31.213872,person,1,5,613,304
31.213872,keyboard,2,237,635,421
31.874842,person,81,3,637,333
31.874843,keyboard,1,236,639,418
32.536437,person,56,2,603,285
32.536437,keyboard,0,247,639,427
33.203967,person,61,1,592,358
33.203967,keyboard,2,238,637,420
33.869075,person,85,3,626,288
33.869076,keyboard,2,240,636,427
34.535043,person,64,3,619,370
34.535043,keyboard,5,235,639,417
35.197719,person,40,4,596,316
35.197720,keyboard,4,233,636,423
35.867298,person,19,4,639,330
35.867298,keyboard,6,243,634,433
36.530779,person,10,4,595,320
36.530780,keyboard,4,247,638,432
37.192346,person,63,1,626,339
37.192346,keyboard,2,240,634,423
37.855009,person,102,5,617,364
37.855009,keyboard,5,244,635,422
38.520199,person,14,2,619,290
38.520199,keyboard,0,240,634,433
39.182904,person,65,4,605,348
39.182904,keyboard,1,243,637,422
39.843726,person,86,2,633,288
39.843726,keyboard,3,241,634,418
40.507630,person,53,5,604,369
40.507630,keyboard,5,243,638,423
41.167814,person,45,5,589,364
41.167815,keyboard,2,236,634,432
41.832113,person,33,4,631,271
41.832113,keyboard,4,235,636,419
42.495557,person,87,1,638,372
42.495557,keyboard,4,240,635,419
43.164479,person,60,3,634,296
43.164480,keyboard,3,234,634,432
43.827134,person,53,3,602,337
43.827135,keyboard,5,239,636,431
44.492221,person,42,1,623,311
44.492221,keyboard,6,234,636,422
45.162035,person,77,0,605,340
45.162036,keyboard,4,245,636,419
45.831777,person,38,2,622,348
45.831777,keyboard,1,240,639,417
46.492916,person,31,1,639,278
46.492917,keyboard,6,239,634,417
47.158449,person,58,0,622,370
47.158449,keyboard,4,247,636,429
47.825858,person,10,3,597,298
47.825859,keyboard,3,244,638,419
48.492989,person,29,0,620,316
48.492989,keyboard,0,232,639,433
49.153647,person,58,3,595,329
49.153647,keyboard,2,235,638,423
49.813814,person,57,4,605,285
49.813814,keyboard,2,246,639,432
50.483146,person,46,0,609,341
50.483146,keyboard,4,245,638,421
51.151830,person,19,0,629,327
51.151831,keyboard,4,234,638,422
51.821131,person,23,2,596,302
51.821131,keyboard,6,246,636,422
52.486181,person,4,1,624,273
52.486182,keyboard,1,238,638,434
53.150840,person,3,1,632,341
53.150841,keyboard,6,243,634,422
53.814147,person,18,1,639,270
53.814147,keyboard,3,247,635,425
54.476977,person,37,1,617,279
54.476977,keyboard,2,240,638,419
55.138616,person,42,1,623,274
55.138617,keyboard,4,235,636,431
55.805590,person,8,1,612,289
55.805590,keyboard,1,241,635,435
56.470926,person,42,2,615,344
56.470926,keyboard,1,233,637,433
57.135385,person,4,1,619,345
57.135385,keyboard,4,237,635,422
57.803302,person,88,4,595,332
57.803302,keyboard,2,247,635,424
58.471670,person,91,2,622,310
58.471670,keyboard,6,247,637,430
59.139567,person,100,4,632,303
59.139568,keyboard,6,237,634,435
59.803343,person,18,2,625,280
59.803343,keyboard,1,244,638,426
60.473125,person,93,1,615,299
60.473126,keyboard,3,242,639,419
61.133604,person,3,1,620,271
61.133605,keyboard,5,237,637,426
61.799579,person,38,5,590,351
61.799580,keyboard,0,246,639,420
62.463694,person,86,3,639,298
62.463694,keyboard,0,241,636,434
63.126314,person,72,2,622,322
63.126314,keyboard,0,246,639,432
63.793475,person,40,3,591,307
63.793476,keyboard,5,239,634,430
64.458041,person,78,2,609,370
64.458041,keyboard,3,232,636,420
65.119777,person,89,1,614,328
65.119777,keyboard,1,241,635,420
65.786328,person,13,3,606,279
65.786329,keyboard,5,236,638,429
66.447290,person,45,4,599,353
66.447290,keyboard,2,238,638,433
67.112198,person,94,5,595,281
67.112198,keyboard,2,243,638,427
67.774670,person,0,2,603,361
67.774671,keyboard,2,240,636,419
68.444042,person,58,0,623,267
68.444043,keyboard,1,240,635,422
69.104888,person,94,0,632,283
69.104888,keyboard,3,242,634,422
69.769213,person,76,2,619,267
69.769213,keyboard,2,236,639,418
70.435553,person,39,1,621,293
70.435554,keyboard,5,242,638,425
71.099976,person,10,2,628,370
71.099976,keyboard,6,243,635,432
71.762941,person,40,0,624,313
71.762942,keyboard,5,234,634,417
72.428843,person,55,2,598,294
72.428843,keyboard,1,238,636,432
73.095000,person,90,4,627,313
73.095000,keyboard,6,237,634,425
73.761768,person,57,1,594,359
73.761768,keyboard,2,238,639,430
74.423711,person,73,3,598,344
74.423711,keyboard,4,244,636,432
75.090867,person,100,0,593,284
75.090867,keyboard,2,246,634,417
75.758043,person,99,2,606,367
75.758043,keyboard,6,238,637,421
76.422219,person,76,1,611,333
76.422220,keyboard,1,236,636,418
77.087606,person,56,3,623,294
77.087607,keyboard,2,241,639,427
77.751398,person,38,2,632,342
77.751398,keyboard,4,233,638,429
78.412891,person,50,2,622,369
78.412891,keyboard,6,235,634,426
79.073913,person,61,3,612,367
79.073913,keyboard,5,244,639,425
79.742453,person,36,4,631,285
79.742454,keyboard,2,239,634,419
80.404185,person,16,4,614,357
80.404185,keyboard,3,240,637,432
81.064844,person,94,2,622,269
81.064844,keyboard,4,236,638,432
81.731031,person,93,4,607,309
81.731032,keyboard,1,236,639,435
82.391350,person,96,4,626,366
82.391350,keyboard,0,236,638,425
83.057225,person,39,3,638,324
83.057225,keyboard,5,235,638,423
83.723157,person,87,0,628,274
83.723158,keyboard,4,242,638,428
84.391142,person,64,5,604,198
84.391142,keyboard,3,246,635,431
85.051834,person,102,5,618,133
85.051835,keyboard,2,232,638,429
85.718802,person,33,1,609,134
85.718802,keyboard,6,234,635,426
86.385606,person,5,5,638,139
86.385607,keyboard,4,233,634,433
87.054193,person,35,2,637,119
87.054193,keyboard,2,241,636,430
87.718290,person,74,0,589,192
87.718291,keyboard,6,234,634,425
88.385272,person,2,0,599,172
88.385273,keyboard,6,232,639,429
89.047826,person,30,3,595,111
89.047826,keyboard,4,242,635,418
89.714664,person,35,5,595,127
89.714665,keyboard,1,246,634,418
90.379885,person,30,4,633,149
90.379885,keyboard,4,235,638,422
91.043277,person,100,2,626,173
91.043277,keyboard,4,243,635,430
91.704826,person,75,2,596,306
91.704826,keyboard,4,239,636,419
92.367889,person,49,5,590,353
92.367890,keyboard,3,241,639,419
93.033651,person,72,2,609,370
93.033651,keyboard,2,235,634,426
93.693868,person,6,3,630,112
93.693868,keyboard,5,247,637,428
94.357994,person,3,4,632,155
94.357994,keyboard,0,238,634,428
95.018211,person,98,1,616,208
95.018211,keyboard,1,243,636,433
95.678579,person,89,1,604,116
95.678580,keyboard,1,236,638,424
96.346590,person,96,2,630,114
96.346591,keyboard,0,239,638,429
97.010485,person,79,1,609,163
97.010485,keyboard,0,241,639,425
97.677909,person,99,3,634,184
97.677910,keyboard,3,244,639,426
98.345405,person,6,2,625,148
98.345406,keyboard,2,241,637,427
99.009799,person,95,1,591,137
99.009799,keyboard,3,246,637,422
99.678865,person,16,1,607,208
99.678866,keyboard,2,238,635,433
100.341171,person,102,2,606,124
100.341171,keyboard,4,242,638,421
101.001285,person,5,2,590,154
101.001285,keyboard,4,237,637,425
101.668004,person,45,1,613,137
101.668004,keyboard,3,244,637,425
102.335261,person,29,0,621,161
102.335262,keyboard,2,235,635,427
103.005017,person,93,3,618,310
103.005018,keyboard,3,232,635,417
103.667202,person,46,3,610,314
103.667203,keyboard,6,236,635,422
104.334458,person,48,5,596,307
104.334458,keyboard,0,242,636,425
104.997844,person,12,1,596,369
104.997845,keyboard,5,238,639,417
105.662298,person,4,4,592,335
105.662299,keyboard,3,237,637,425
106.329950,person,83,5,589,283
106.329950,keyboard,5,237,636,433
106.999652,person,67,5,617,309
106.999652,keyboard,0,241,637,422
107.665762,person,100,3,604,313
107.665762,keyboard,1,236,639,426
108.328131,person,47,5,628,301
108.328132,keyboard,6,236,637,417
108.989719,person,79,1,600,299
108.989720,keyboard,2,243,639,433
109.652252,person,25,5,611,295
109.652253,keyboard,3,232,636,426
110.317428,person,96,0,606,271
110.317428,keyboard,4,243,634,422
110.982596,person,14,4,609,291
110.982596,keyboard,4,241,639,435
111.642650,person,55,1,628,350
111.642651,keyboard,1,247,634,423
112.311085,person,72,5,639,355
112.311086,keyboard,3,243,638,429
112.977689,person,66,2,621,292
112.977689,keyboard,0,242,634,429
113.638384,person,101,2,593,330
113.638385,keyboard,2,247,638,427
114.308090,person,19,1,608,285
114.308091,keyboard,0,235,639,427
114.969055,person,90,3,615,360
114.969056,keyboard,3,232,639,425
115.633772,person,82,0,613,311
115.633773,keyboard,4,240,639,417
116.298867,person,64,0,604,355
116.298867,keyboard,4,241,638,429
116.964805,person,94,2,612,349
116.964805,keyboard,6,246,635,426
117.631303,person,34,1,621,312
117.631303,keyboard,1,238,639,435
118.301085,person,29,2,638,370
118.301086,keyboard,0,233,637,427
118.962780,person,49,5,620,344
118.962780,keyboard,5,238,638,423
119.624559,person,91,2,627,303
119.624559,keyboard,0,247,636,419
120.291700,person,61,5,639,342
120.291700,keyboard,6,242,637,422
120.953856,person,82,1,612,321
120.953856,keyboard,1,237,637,417
121.616770,person,5,1,602,365
121.616771,keyboard,6,247,636,430
122.285025,person,79,2,634,336
